institution	section	status	title_as_printed	normalized	marker
William Paterson	Jazz Standards	listed	Room 608	room 608	
William Paterson	Jazz Standards	listed	Scrapple from the Apple	scrapple from the apple	
William Paterson	Jazz Standards	listed	Seven Steps to Heaven	seven steps to heaven	
William Paterson	Jazz Standards	listed	Silver’s Serenade	silvers serenade	
William Paterson	Jazz Standards	listed	Sister Sadie	sister sadie	
William Paterson	Jazz Standards	listed	So What	so what	freshman
William Paterson	Jazz Standards	listed	Solar	solar	freshman
William Paterson	Jazz Standards	listed	Stablemates	stablemates	
William Paterson	Jazz Standards	listed	Strollin’	strollin	
William Paterson	Jazz Standards	listed	Sugar	sugar	freshman
William Paterson	Jazz Standards	listed	Take the “A” Train	take the a train	freshman
William Paterson	Jazz Standards	listed	Tone for Jones Bones	tones for joans bones	
William Paterson	Jazz Standards	listed	Tune Up	tune up	
William Paterson	Jazz Standards	listed	Unit 7	unit seven	
William Paterson	Jazz Standards	listed	Waltz for Debby	waltz for debby	
William Paterson	Jazz Standards	listed	Well You Needn’t	well you neednt	
William Paterson	Jazz Standards	listed	Whisper Not	whisper not	
William Paterson	Jazz Standards	listed	Windows	windows	
William Paterson	Jazz Standards	listed	Witchhunt	witch hunt	
William Paterson	Jazz Standards	listed	Woody ‘N’ You	woody n you	
William Paterson	Jazz Standards	listed	Yardbird Suite	yardbird suite	
William Paterson	Rhythm Changes	listed	Anthropology	anthropology	
William Paterson	Rhythm Changes	listed	Cottontail	cottontail	
William Paterson	Rhythm Changes	listed	I Got Rhythm	i got rhythm	freshman
William Paterson	Rhythm Changes	listed	Lester Leaps In	lester leaps in	
William Paterson	Rhythm Changes	listed	Moose the Mooche	moose the mooche	
William Paterson	Rhythm Changes	listed	Oleo	oleo	freshman
William Paterson	Rhythm Changes	listed	Rhythm-A-Ning	rhythm a ning	
William Paterson	Rhythm Changes	listed	Shaw Nuff	shaw nuff	
William Paterson	Rhythm Changes	listed	Webb City	webb city	
William Paterson	Latin & Straight 8ths	listed	500 Miles High	500 miles high	
William Paterson	Latin & Straight 8ths	listed	April Joy	april joy	
William Paterson	Latin & Straight 8ths	listed	Black Orpheus	black orpheus	
William Paterson	Latin & Straight 8ths	listed	Blue Bossa	blue bossa	freshman
William Paterson	Latin & Straight 8ths	listed	Bolivia	bolivia	
William Paterson	Latin & Straight 8ths	listed	Ceora	ceora	
William Paterson	Latin & Straight 8ths	listed	Con Alma	con alma	
William Paterson	Latin & Straight 8ths	listed	Coral Keys	coral keys	
William Paterson	Latin & Straight 8ths	listed	Crystal Silence	crystal silence	
William Paterson	Latin & Straight 8ths	listed	Day Waves	day waves	
William Paterson	Latin & Straight 8ths	listed	Desafinado	desafinado	
William Paterson	Latin & Straight 8ths	listed	Dindi	dindi	
William Paterson	Latin & Straight 8ths	listed	Forest Flower	forest flower	
William Paterson	Latin & Straight 8ths	listed	Gentle Rain	gentle rain	
William Paterson	Latin & Straight 8ths	listed	Girl From Ipanema	girl from ipanema	freshman
William Paterson	Latin & Straight 8ths	listed	Gregory Is Here	gregory is here	
William Paterson	Latin & Straight 8ths	listed	How Insensitive	how insensitive	
William Paterson	Latin & Straight 8ths	listed	Invitation	invitation	freshman
William Paterson	Latin & Straight 8ths	listed	Joshua	joshua	
William Paterson	Latin & Straight 8ths	listed	Meditation	meditation	
William Paterson	Latin & Straight 8ths	listed	Moon Germs	moon germs	
William Paterson	Latin & Straight 8ths	listed	My Little Boat	my little boat	
William Paterson	Latin & Straight 8ths	listed	Nica’s Dream	nicas dream	
William Paterson	Latin & Straight 8ths	listed	Night In Tunisia	night in tunisia	
William Paterson	Latin & Straight 8ths	listed	Once I Loved	once i loved	
William Paterson	Latin & Straight 8ths	listed	One Note Samba	one note samba	
William Paterson	Latin & Straight 8ths	listed	Pensativa	pensativa	
William Paterson	Latin & Straight 8ths	listed	Quiet Nights	quiet nights	
William Paterson	Latin & Straight 8ths	listed	Recordame	recordame	
William Paterson	Latin & Straight 8ths	listed	Sea Journey	sea journey	
William Paterson	Latin & Straight 8ths	listed	Slowly Gone, Bygone	slowly gone bygone	
William Paterson	Latin & Straight 8ths	listed	Song for My Father	song for my father	freshman
William Paterson	Latin & Straight 8ths	listed	St. Thomas	st thomas	
William Paterson	Latin & Straight 8ths	listed	Think On Me	think on me	
William Paterson	Latin & Straight 8ths	listed	Triste	triste	
William Paterson	Latin & Straight 8ths	listed	Watch What Happens	watch what happens	
William Paterson	Latin & Straight 8ths	listed	Wave	wave	
William Paterson	Blues	listed	All Blues	all blues	freshman
William Paterson	Blues	listed	Afro Blue	afro blue	
William Paterson	Blues	listed	Au Privave	au privave	freshman
William Paterson	Blues	listed	Bessie’s Blues	bessies blues	
William Paterson	Blues	listed	Billie’s Bounce	billies bounce	freshman
William Paterson	Blues	listed	Blues March	blues march	
William Paterson	Blues	listed	Blue Monk	blue monk	freshman
William Paterson	Blues	listed	Blues for Alice	blues for alice	
William Paterson	Blues	listed	Blues for Wood	blues for wood	
William Paterson	Blues	listed	Blue Train	blue train	
William Paterson	Blues	listed	Cheryl	cheryl	
William Paterson	Blues	listed	Eighty-One	eighty one	
William Paterson	Blues	listed	Equinox	equinox	
William Paterson	Blues	listed	Footprints	footprints	
William Paterson	Blues	listed	Freddie the Freeloader	freddie the freeloader	
William Paterson	Blues	listed	Gingerbread Boy	gingerbread boy	
William Paterson	Blues	listed	Interplay	interplay	
William Paterson	Blues	listed	Isotope	isotope	
William Paterson	Blues	listed	Jody Grind, The	jody grind	
William Paterson	Blues	listed	Jumpin’ With Symphony Sid	jumpin with symphony sid	
William Paterson	Blues	listed	Mr. P.C.	mr p c	freshman
William Paterson	Blues	listed	Now’s the Time	nows the time	freshman
William Paterson	Blues	listed	One for Amos	one for amos	
William Paterson	Blues	listed	Prancing	prancing	
William Paterson	Blues	listed	Sidewinder	the sidewinder	
William Paterson	Blues	listed	Solid	solid	
William Paterson	Blues	listed	Some Other Blues	some other blues	
William Paterson	Blues	listed	Sonnymoon for Two	sonnymoon for two	freshman
William Paterson	Blues	listed	Steps	steps	
William Paterson	Blues	listed	Stolen Moments	stolen moments	
William Paterson	Blues	listed	Straight, No Chaser	straight no chaser	
William Paterson	Blues	listed	Tenor Madness	tenor madness	
William Paterson	Blues	listed	Vierd Blues	vierd blues	
William Paterson	Blues	listed	Walkin’	walkin	freshman
William Paterson	Ballads	listed	A Child Is Born	child is born	freshman
William Paterson	Ballads	listed	All of You	all of you	
William Paterson	Ballads	listed	Angel Eyes	angel eyes	
William Paterson	Ballads	listed	As Time Goes By	as time goes by	
William Paterson	Ballads	listed	Autumn in New York	autumn in new york	
William Paterson	Ballads	listed	Beautiful Love	beautiful love	
William Paterson	Ballads	listed	Black Narcissus	black narcissus	
William Paterson	Ballads	listed	Blue ‘N’ Green	blue in green	
William Paterson	Ballads	listed	Body and Soul	body and soul	freshman
William Paterson	Ballads	listed	But Beautiful	but beautiful	
William Paterson	Ballads	listed	Central Park West	central park west	
William Paterson	Ballads	listed	Chelsea Bridge	chelsea bridge	
William Paterson	Ballads	listed	Come Sunday	come sunday	
William Paterson	Ballads	listed	Dancing in the Dark	dancing in the dark	
William Paterson	Ballads	listed	Darn That Dream	darn that dream	
William Paterson	Ballads	listed	Dedicated to You	dedicated to you	
William Paterson	Ballads	listed	Don’t Blame Me	dont blame me	
William Paterson	Ballads	listed	Early Autumn	early autumn	
William Paterson	Ballads	listed	Easy Living	easy living	
William Paterson	Ballads	listed	Easy to Love	easy to love	
William Paterson	Ballads	listed	Embraceable You	embraceable you	
William Paterson	Ballads	listed	Emily	emily	
William Paterson	Ballads	listed	Everything Happens to Me	everything happens to me	
William Paterson	Ballads	listed	Goodbye Porkpie Hat	goodbye porkpie hat	
William Paterson	Ballads	listed	Ghost of a Chance	ghost of a chance	
William Paterson	Ballads	listed	Here’s That Rainy Day	heres that rainy day	freshman
William Paterson	Ballads	listed	How Deep Is the Ocean	how deep is the ocean	
William Paterson	Ballads	listed	I Can’t Get Started	i cant get started	freshman
William Paterson	Ballads	listed	I Concentrate On You	i concentrate on you	
William Paterson	Ballads	listed	If You Could See Me Now	if you could see me now	
William Paterson	Ballads	listed	Imagination	imagination	
William Paterson	Ballads	listed	In A Sentimental Mood	in a sentimental mood	freshman
William Paterson	Ballads	listed	I Remember Clifford	i remember clifford	
William Paterson	Ballads	listed	I Should Care	i should care	
William Paterson	Ballads	listed	It Might As Well Be Spring	it might as well be spring	
William Paterson	Ballads	listed	Little Girl Blue	little girl blue	
William Paterson	Ballads	listed	Lament	lament	
William Paterson	Ballads	listed	Laura	laura	
William Paterson	Ballads	listed	Lover Man	lover man	freshman
William Paterson	Ballads	listed	Lush Life	lush life	
William Paterson	Ballads	listed	Make Someone Happy	make someone happy	
William Paterson	Ballads	listed	Midnight Sun	midnight sun	
William Paterson	Ballads	listed	Misty	misty	freshman
William Paterson	Ballads	listed	Mood Indigo	mood indigo	
William Paterson	Ballads	listed	More Than You Know	more than you know	
William Paterson	Ballads	listed	My Foolish Heart	my foolish heart	
William Paterson	Ballads	listed	My Funny Valentine	my funny valentine	freshman
William Paterson	Ballads	listed	My Old Flame	my old flame	
William Paterson	Ballads	listed	My One and Only Love	my one and only love	
William Paterson	Ballads	listed	My Ship	my ship	
William Paterson	Ballads	listed	Naima	naima	
William Paterson	Ballads	listed	Nancy	nancy	
William Paterson	Ballads	listed	Nearness of You, The	nearness of you	
William Paterson	Ballads	listed	Old Folks	old folks	freshman
William Paterson	Ballads	listed	Over the Rainbow	over the rainbow	
William Paterson	Ballads	listed	Peace	peace	
William Paterson	Ballads	listed	Poor Butterfly	poor butterfly	
William Paterson	Ballads	listed	Prelude to a Kiss	prelude to a kiss	
William Paterson	Ballads	listed	Round Midnight	round midnight	freshman
William Paterson	Ballads	listed	Shadow of Your Smile	shadow of your smile	
William Paterson	Ballads	listed	Skylark	skylark	
William Paterson	Ballads	listed	Some Other Time	some other time	
William Paterson	Ballads	listed	Spring Is Here	spring is here	
William Paterson	Ballads	listed	Spring Can Really Hang You Up the Most	spring can really hang you up the most	
William Paterson	Ballads	listed	Star-Crossed Lovers	star crossed lovers	
William Paterson	Ballads	listed	Stardust	stardust	
William Paterson	Ballads	listed	Stars Fell On Alabama	stars fell on alabama	
William Paterson	Ballads	listed	Stella by Starlight	stella by starlight	freshman
William Paterson	Ballads	listed	Tenderly	tenderly	freshman
William Paterson	Ballads	listed	Things We Did Last Summer	things we did last summer	
William Paterson	Ballads	listed	Time Remembered	time remembered	
William Paterson	Ballads	listed	Too Young to Go Steady	too young to go steady	
William Paterson	Ballads	listed	Turn Out the Stars	turn out the stars	
William Paterson	Ballads	listed	Very Early	very early	
William Paterson	Ballads	listed	What A Difference A Day..	what a difference a day	
William Paterson	Ballads	listed	What Are You Doing the Rest of Your Life?	what are you doing the rest of your life	
William Paterson	Ballads	listed	What’s New?	whats new	
William Paterson	Ballads	listed	When I Fall In Love	when i fall in love	
William Paterson	Ballads	listed	When Sunny Gets Blue	when sunny gets blue	freshman
William Paterson	Ballads	listed	Willow Weep for Me	willow weep for me	
William Paterson	Ballads	listed	Yesterdays	yesterdays	freshman
William Paterson	Ballads	listed	You Are Too Beautiful	you are too beautiful	
William Paterson	Ballads	listed	You Don’t Know What Love Is	you dont know what love is	
William Paterson	Ballads	listed	You Go to My Head	you go to my head	
William Paterson	Ballads	listed	You’re My Everything	youre my everything	
