institution	section	status	title_as_printed	normalized	marker
Marshall	repertoire list - Standards	listed	There is No Greater Love	there is no greater love	
Marshall	repertoire list - Standards	listed	I Love You	i love you	
Marshall	repertoire list - Standards	listed	Just Friends	just friends	
Marshall	repertoire list - Standards	listed	On Green Dolphin Street	on green dolphin street	
Marshall	repertoire list - Standards	listed	I Should Care	i should care	
Marshall	repertoire list - Standards	listed	All of Me	all of me	
Marshall	repertoire list - Standards	listed	Days of Wine and Roses	days of wine and roses	
Marshall	repertoire list - Standards	listed	Stella By Starlight	stella by starlight	
Marshall	repertoire list - Standards	listed	What is This Thing Called Love	what is this thing called love	
Marshall	repertoire list - Standards	listed	Have You Met Miss Jones	have you met miss jones	
Marshall	repertoire list - Standards	listed	Alone Together	alone together	
Marshall	repertoire list - Standards	listed	I'll Remember April	ill remember april	
Marshall	repertoire list - Standards	listed	Cherokee	cherokee	
Marshall	repertoire list - Ballads	listed	The Nearness of You	nearness of you	
Marshall	repertoire list - Ballads	listed	My Funny Valentine	my funny valentine	
Marshall	repertoire list - Ballads	listed	Georgia On My Mind	georgia	
Marshall	repertoire list - Ballads	listed	Body and Soul	body and soul	
Marshall	repertoire list - Ballads	listed	In The Wee Small Hours of the Morning	in the wee small hours of the morning	
Marshall	repertoire list - Ballads	listed	In A Sentimental Mood	in a sentimental mood	
Marshall	repertoire list - Ballads	listed	When I Fall In Love	when i fall in love	
Marshall	repertoire list - Ballads	listed	My Foolish Heart	my foolish heart	
Marshall	repertoire list - Ballads	listed	Old Folks	old folks	
Marshall	repertoire list - Ballads	listed	Polkadots and Moonbeams	polka dots and moonbeams	
Marshall	repertoire list - Ballads	listed	I Remember Clifford	i remember clifford	
Marshall	repertoire list - Ballads	listed	Easy Living	easy living	
Marshall	repertoire list - Ballads	listed	I Fall in Love Too Easily	i fall in love too easily	
Marshall	repertoire list - Bebop Heads	listed	Half-Nelson	half nelson	
Marshall	repertoire list - Bebop Heads	listed	Groovin' High	groovin high	
Marshall	repertoire list - Bebop Heads	listed	Afternoon in Paris	afternoon in paris	
Marshall	repertoire list - Bebop Heads	listed	Dexterity	dexterity	
Marshall	repertoire list - Bebop Heads	listed	Ornithology	ornithology	
Marshall	repertoire list - Bebop Heads	listed	Joy Spring	joy spring	
Marshall	repertoire list - Bebop Heads	listed	Little Willie Leaps	little willie leaps	
Marshall	repertoire list - Bebop Heads	listed	Moose the Mooch	moose the mooche	
Marshall	repertoire list - Bebop Heads	listed	Oleo	oleo	
Marshall	repertoire list - Bebop Heads	listed	Four	four	
Marshall	repertoire list - Bebop Heads	listed	Scrapple from the Apple	scrapple from the apple	
Marshall	repertoire list - Bebop Heads	listed	Anthropology	anthropology	
Marshall	repertoire list - Bebop Heads	listed	Confirmation	confirmation	
Marshall	repertoire list - Bebop Heads	listed	Hot House	hot house	
Marshall	repertoire list - Bebop Heads	listed	Bebop	bebop	
Marshall	repertoire list - Bebop Heads	listed	Woody 'N' You	woody n you	
Marshall	repertoire list - Bebop Heads	listed	Donna Lee	donna lee	
Marshall	repertoire list - Blues Heads	listed	Bag's Groove	bags groove	
Marshall	repertoire list - Blues Heads	listed	Sonnymoon for Two	sonnymoon for two	
Marshall	repertoire list - Blues Heads	listed	Cool Blues	cool blues	
Marshall	repertoire list - Blues Heads	listed	Now's the Time	nows the time	
Marshall	repertoire list - Blues Heads	listed	Watermelon Man	watermelon man	
Marshall	repertoire list - Blues Heads	listed	Tenor Madness	tenor madness	
Marshall	repertoire list - Blues Heads	listed	All Blues	all blues	
Marshall	repertoire list - Blues Heads	listed	Mr. P.C.	mr p c	
Marshall	repertoire list - Blues Heads	listed	Billie's Bounce	billies bounce	
Marshall	repertoire list - Blues Heads	listed	Freddie the Freeloader	freddie the freeloader	
Marshall	repertoire list - Blues Heads	listed	Blues for Alice	blues for alice	
Marshall	repertoire list - Blues Heads	listed	Sandu	sandu	
Marshall	repertoire list - Blues Heads	listed	Blue Monk	blue monk	
Marshall	repertoire list - Blues Heads	listed	Au Privave	au privave	
Marshall	repertoire list - Blues Heads	listed	Blue Train	blue train	
Marshall	repertoire list - Jazz Compositions	listed	Take the A Train	take the a train	
Marshall	repertoire list - Jazz Compositions	listed	So What	so what	
Marshall	repertoire list - Jazz Compositions	listed	Satin Doll	satin doll	
Marshall	repertoire list - Jazz Compositions	listed	Perdido	perdido	
Marshall	repertoire list - Jazz Compositions	listed	Maiden Voyage	maiden voyage	
Marshall	repertoire list - Jazz Compositions	listed	Cantaloupe Island	cantaloupe island	
Marshall	repertoire list - Jazz Compositions	listed	Doxy	doxy	
Marshall	repertoire list - Jazz Compositions	listed	Solar	solar	
Marshall	repertoire list - Jazz Compositions	listed	Tune Up	tune up	
Marshall	repertoire list - Jazz Compositions	listed	Lady Bird	ladybird	
Marshall	repertoire list - Jazz Compositions	listed	Rhythm-A-Ning	rhythm a ning	
Marshall	repertoire list - Jazz Compositions	listed	In A Mellow Tone	in a mellow tone	
Marshall	repertoire list - Jazz Compositions	listed	Impressions	impressions	
Marshall	repertoire list - Jazz Compositions	listed	I Mean You	i mean you	
Marshall	repertoire list - Jazz Compositions	listed	Seven Steps to Heaven	seven steps to heaven	
Marshall	repertoire list - Jazz Compositions	listed	Stablemates	stablemates	
Marshall	repertoire list - Jazz Compositions	listed	Giant Steps	giant steps	
Marshall	repertoire list - Latin Tunes	listed	Blue Bossa	blue bossa	
Marshall	repertoire list - Latin Tunes	listed	St. Thomas	st thomas	
Marshall	repertoire list - Latin Tunes	listed	Girl from Ipanema	girl from ipanema	
Marshall	repertoire list - Latin Tunes	listed	How Insensitive	how insensitive	
Marshall	repertoire list - Latin Tunes	listed	Caravan	caravan	
Marshall	repertoire list - Latin Tunes	listed	A Night in Tunisia	night in tunisia	
Marshall	repertoire list - Latin Tunes	listed	Wave	wave	
Marshall	repertoire list - Latin Tunes	listed	Ceora	ceora	
Marshall	repertoire list - Latin Tunes	listed	Corcovado	corcovado	
Marshall	repertoire list - Latin Tunes	listed	Desafinado	desafinado	
Marshall	repertoire list - Latin Tunes	listed	Triste	triste	
Marshall	repertoire list - Latin Tunes	listed	Recordame	recordame	
Marshall	repertoire list - Waltzes	listed	Bluesette	bluesette	
Marshall	repertoire list - Waltzes	listed	Someday My Prince Will Come	someday my prince will come	
Marshall	repertoire list - Waltzes	listed	My Favorite Things	my favorite things	
Marshall	repertoire list - Waltzes	listed	Child Is Born	child is born	
Marshall	repertoire list - Waltzes	listed	West Coast Blues	west coast blues	
Marshall	repertoire list - Waltzes	listed	Valse Hot	valse hot	
Marshall	repertoire list - Waltzes	listed	Emily	emily	
Marshall	repertoire list - Waltzes	listed	Up Jumped Spring	up jumped spring	
Marshall	entrance UG	blues exemplar	C Jam Blues	c jam blues	
Marshall	entrance UG	blues exemplar	Straight No Chaser	straight no chaser	
Marshall	entrance UG	blues exemplar	Now's the Time	nows the time	
Marshall	entrance UG	blues exemplar	Sonnymoon for Two	sonnymoon for two	
Marshall	entrance UG	blues exemplar	Billie's Bounce	billies bounce	
Marshall	entrance UG	standard exemplar	Take the A Train	take the a train	
Marshall	entrance UG	standard exemplar	Autumn Leaves	autumn leaves	
Marshall	entrance UG	standard exemplar	Blue Bossa	blue bossa	
Marshall	entrance UG	standard exemplar	Oleo	oleo	
Marshall	entrance UG	standard exemplar	All The Things You Are	all the things you are	
Marshall	entrance UG	standard exemplar	Body and Soul	body and soul	
Marshall	entrance UG	standard exemplar	Summertime	summertime	
Marshall	entrance UG	standard exemplar	Stella By Starlight	stella by starlight	
Marshall	entrance UG	bass exemplar	So What	so what	
Marshall	entrance GR	prepared literature - Bebop Tunes	Confirmation	confirmation	
Marshall	entrance GR	prepared literature - Bebop Tunes	Donna Lee	donna lee	
Marshall	entrance GR	prepared literature - Bebop Tunes	Groovin' High	groovin high	
Marshall	entrance GR	prepared literature - Bebop Tunes	Half Nelson	half nelson	
Marshall	entrance GR	prepared literature - Bebop Tunes	Joy Spring	joy spring	
Marshall	entrance GR	prepared literature - Bebop Tunes	Stablemates	stablemates	
Marshall	entrance GR	prepared literature - Standard Tunes	All The Things You Are	all the things you are	
Marshall	entrance GR	prepared literature - Standard Tunes	Alone Together	alone together	
Marshall	entrance GR	prepared literature - Standard Tunes	Have You Met Miss Jones	have you met miss jones	
Marshall	entrance GR	prepared literature - Standard Tunes	On Green Dolphin Street	on green dolphin street	
Marshall	entrance GR	prepared literature - Standard Tunes	Stella By Starlight	stella by starlight	
Marshall	entrance GR	prepared literature - Standard Tunes	There Will Never Be Another You	there will never be another you	
Marshall	entrance GR	prepared literature - Standard Tunes	What Is This Thing Called Love	what is this thing called love	
Marshall	entrance GR	prepared literature - Post-bop Tunes	Dolphin Dance	dolphin dance	
Marshall	entrance GR	prepared literature - Post-bop Tunes	Giant Steps	giant steps	
Marshall	entrance GR	prepared literature - Post-bop Tunes	Inner Urge	inner urge	
Marshall	entrance GR	prepared literature - Post-bop Tunes	Moment's Notice	moments notice	
Marshall	entrance GR	prepared literature - Post-bop Tunes	The Moontrane	moontrane	
Marshall	entrance GR	exemplar	C Jam Blues	c jam blues	
Marshall	entrance GR	exemplar	Straight No Chaser	straight no chaser	
Marshall	entrance GR	exemplar	Now's the Time	nows the time	
Marshall	entrance GR	exemplar	Sonnymoon for Two	sonnymoon for two	
Marshall	entrance GR	exemplar	Billie's Bounce	billies bounce	
Oregon	UG - Minor Blues (4 Total)	listed	Birk's Works	birks works	
Oregon	UG - Minor Blues (4 Total)	listed	Blue Friday	blue friday	
Oregon	UG - Minor Blues (4 Total)	listed	Equinox	equinox	
Oregon	UG - Minor Blues (4 Total)	listed	Footprints	footprints	*
Oregon	UG - Minor Blues (4 Total)	listed	Interplay	interplay	
Oregon	UG - Minor Blues (4 Total)	listed	Israel	israel	
Oregon	UG - Minor Blues (4 Total)	listed	The Jody Grind	jody grind	
Oregon	UG - Minor Blues (4 Total)	listed	Mr. P.C.	mr p c	*
Oregon	UG - Minor Blues (4 Total)	listed	One For Daddy-O	one for daddy o	
